SaleID,SaleDate,Brand,Model,Price,EngineCC,FuelType,Transmission,BuyerGender,City,UnitsSold,Revenue,SaleYear
SAL103134,2024-04-12,Honda,City,920000.0,1498.0,Electric,Automatic,Male,Bengaluru,4.0,3680000.0,2024
SAL101791,2022-03-13,Renault,Kiger,964000.0,2500.0,Diesel,Automatic,Male,Lucknow,4.0,3856000.0,2022
SAL100116,2022-08-19,Renault,Kwid,1023000.0,2500.0,Petrol,Manual,Male,Jaipur,4.0,4092000.0,2022
SAL101037,2023-02-14,Hyundai,Creta,1270000.0,1197.0,Petrol,Cvt,Male,Hyderabad,3.0,3810000.0,2023
SAL102294,2024-11-07,Hyundai,i20,407000.0,1497.0,Diesel,Automatic,Male,Kolkata,5.0,2035000.0,2024
SAL103471,2023-09-13,Mahindra,Bolero,2102000.0,1197.0,Electric,Manual,Male,Pune,4.0,8408000.0,2023
SAL101778,2020-11-03,Renault,Triber,529000.0,800.0,CNG,Manual,Female,Lucknow,5.0,2645000.0,2020
SAL100179,2024-02-09,Hyundai,i10,565000.0,1498.0,Petrol,Manual,Male,Ahmedabad,3.0,1695000.0,2024
SAL103282,2024-09-12,Mahindra,XUV300,2239000.0,1498.0,Petrol,Manual,Female,Kolkata,4.0,8956000.0,2024
SAL102614,2024-07-03,Maruti Suzuki,Alto,585000.0,1998.0,Hybrid,Manual,Female,Bengaluru,2.0,1170000.0,2024
SAL102713,2024-05-25,Renault,Duster,635000.0,1498.0,Hybrid,Manual,Male,Hyderabad,3.0,1905000.0,2024
SAL103776,2020-05-08,Tata,Safari,1449000.0,800.0,Petrol,Manual,Male,Kolkata,1.0,1449000.0,2020
SAL102889,2023-08-01,Kia,Carens,2221000.0,1497.0,Petrol,Manual,Female,Mumbai,6.0,13326000.0,2023
SAL100670,2021-09-02,Toyota,Fortuner,1185000.0,800.0,Petrol,Manual,Female,Jaipur,1.0,1185000.0,2021
SAL100235,2023-08-06,Kia,Carens,2028000.0,1198.0,Petrol,Manual,Male,Chennai,4.0,8112000.0,2023
SAL102762,2024-05-05,Kia,EV6,1873000.0,1497.0,Diesel,Manual,Male,Chennai,1.0,1873000.0,2024
SAL103643,2021-11-09,Kia,EV6,1593000.0,2200.0,Petrol,Manual,Male,Hyderabad,3.0,4779000.0,2021
SAL100604,2024-12-31,Toyota,Fortuner,1038000.0,1498.0,Petrol,Automatic,Female,Jaipur,1.0,1038000.0,2024
SAL101035,2023-01-15,Mahindra,XUV300,1953000.0,2200.0,Diesel,Automatic,Female,Delhi,1.0,1953000.0,2023
SAL100065,2024-10-20,Maruti Suzuki,Baleno,788000.0,1498.0,Petrol,Manual,Male,Hyderabad,4.0,3152000.0,2024
SAL101410,2023-11-10,Renault,Duster,485000.0,1498.0,Electric,Manual,Male,Mumbai,3.0,1455000.0,2023
SAL101501,2024-05-21,Kia,Seltos,1615000.0,2200.0,Petrol,Manual,Male,Hyderabad,2.0,3230000.0,2024
SAL100264,2024-09-20,Tata,Altroz,1528000.0,1497.0,Petrol,Manual,Male,Chennai,6.0,9168000.0,2024
SAL103397,2023-12-21,Honda,Jazz,1629000.0,1998.0,Diesel,Manual,Male,Mumbai,1.0,1629000.0,2023
SAL100005,2022-07-22,Kia,Seltos,1065000.0,1497.0,Electric,Automatic,Female,Hyderabad,3.0,3195000.0,2022
SAL103720,2021-02-24,MG,Hector,1858000.0,1497.0,Petrol,Manual,Male,Jaipur,1.0,1858000.0,2021
SAL102941,2023-12-26,Kia,Seltos,1823000.0,2500.0,Petrol,Manual,Female,Hyderabad,3.0,5469000.0,2023
SAL100894,2020-10-11,Maruti Suzuki,Swift,901000.0,1998.0,Petrol,Manual,Male,Delhi,4.0,3604000.0,2020
SAL103292,2020-12-16,Toyota,Innova,1790000.0,2500.0,Diesel,Manual,Male,Mumbai,6.0,10740000.0,2020
SAL100308,2025-08-08,Toyota,Innova,2927000.0,999.0,Petrol,Cvt,Female,Pune,2.0,5854000.0,2025
SAL102349,2024-12-21,Tata,Nexon,314000.0,1998.0,Electric,Automatic,Male,Chennai,5.0,1570000.0,2024
SAL102825,2022-04-11,Mahindra,Thar,2226000.0,1497.0,Petrol,Automatic,Male,Delhi,1.0,2226000.0,2022
SAL101360,2021-05-03,MG,Hector,3281000.0,1998.0,Petrol,Automatic,Female,Jaipur,1.0,3281000.0,2021
SAL103007,2024-05-30,Renault,Duster,311000.0,2500.0,Petrol,Manual,Male,Lucknow,5000.0,1555000000.0,2024
SAL100472,2022-04-21,Maruti Suzuki,Dzire,339000.0,1498.0,Petrol,Manual,Male,Lucknow,3.0,1017000.0,2022
SAL100361,2022-07-20,Honda,WR-V,99999999.0,2500.0,Petrol,Manual,Male,Jaipur,6.0,599999994.0,2022
SAL103399,2021-05-29,MG,ZS EV,2442000.0,999.0,Diesel,Automatic,Female,Chennai,4.0,9768000.0,2021
SAL102951,2021-02-12,Renault,Kwid,927000.0,800.0,Diesel,Automatic,Male,Lucknow,5.0,4635000.0,2021
SAL101065,2024-05-09,Toyota,Innova,2765000.0,2200.0,Diesel,Manual,Male,Jaipur,4.0,11060000.0,2024
SAL103869,2021-10-26,Kia,Seltos,919000.0,999.0,Petrol,Manual,Male,Chennai,5.0,4595000.0,2021
SAL100436,2021-04-09,Honda,WR-V,780000.0,1998.0,Petrol,Automatic,Male,Jaipur,3.0,2340000.0,2021
SAL100893,2021-12-03,Renault,Duster,657000.0,999.0,Diesel,Manual,Female,Lucknow,4.0,2628000.0,2021
SAL101839,2023-08-06,Hyundai,Creta,670000.0,999.0,Petrol,Manual,Female,Chennai,6.0,4020000.0,2023
SAL103862,2024-07-04,MG,Hector,1934000.0,1497.0,Petrol,Automatic,Male,Ahmedabad,4.0,7736000.0,2024
SAL103875,2023-12-26,Kia,Sonet,1513000.0,2500.0,Petrol,Manual,Male,Jaipur,2.0,3026000.0,2023
SAL102821,2020-06-06,Mahindra,Thar,1112000.0,1497.0,Petrol,Automatic,Male,Kolkata,6.0,6672000.0,2020
SAL103896,2022-09-19,Renault,Duster,432000.0,1498.0,Petrol,Automatic,Male,Kolkata,2.0,864000.0,2022
SAL101828,2020-04-29,MG,Astor,2997000.0,1498.0,Petrol,Manual,Female,Lucknow,2.0,5994000.0,2020
SAL102852,2021-12-14,Hyundai,Verna,630000.0,999.0,Petrol,Manual,Male,Lucknow,4.0,2520000.0,2021
SAL100156,2020-11-12,Kia,Sonet,1943000.0,1497.0,CNG,Manual,Female,Jaipur,1.0,1943000.0,2020
SAL100966,2021-05-01,Toyota,Fortuner,2713000.0,1198.0,Petrol,Manual,Male,Bengaluru,6.0,16278000.0,2021
SAL102556,2020-04-05,Honda,Jazz,1275000.0,1998.0,Hybrid,Manual,Male,Bengaluru,2.0,2550000.0,2020
SAL102828,2021-04-01,Kia,Sonet,1529000.0,1998.0,Petrol,Manual,Female,Jaipur,4.0,6116000.0,2021
SAL101660,2024-02-19,Renault,Kiger,841000.0,1198.0,Hybrid,Manual,Male,Lucknow,3.0,2523000.0,2024
SAL100410,2020-08-11,Honda,WR-V,1051000.0,800.0,Diesel,Manual,Female,Ahmedabad,2.0,2102000.0,2020
SAL103822,2023-12-29,Kia,Seltos,2170000.0,1197.0,Petrol,Manual,Male,Jaipur,4.0,8680000.0,2023
SAL102830,2025-06-05,Kia,EV6,1618000.0,999.0,Diesel,Manual,Male,Ahmedabad,4.0,6472000.0,2025
SAL101800,2023-11-07,Honda,WR-V,1752000.0,1998.0,Petrol,Manual,Male,Lucknow,2.0,3504000.0,2023
SAL100459,2024-07-20,Mahindra,XUV700,914000.0,1498.0,CNG,Manual,Female,Lucknow,1.0,914000.0,2024
SAL102065,2020-10-24,Honda,Jazz,1565000.0,1197.0,Hybrid,Automatic,Male,Hyderabad,6.0,9390000.0,2020
SAL102705,2023-12-28,Renault,Kwid,1026000.0,1197.0,Petrol,Manual,Female,Jaipur,6.0,6156000.0,2023
SAL100103,2024-04-15,Tata,Nano,-5000.0,1198.0,Petrol,Manual,Male,Kolkata,4.0,-20000.0,2024
SAL100822,2021-06-04,Toyota,Fortuner,1634000.0,2200.0,Diesel,Manual,Female,Jaipur,1.0,1634000.0,2021
SAL103133,2023-12-14,Toyota,Urban Cruiser,2224000.0,999.0,Petrol,Automatic,Female,Lucknow,1.0,2224000.0,2023
SAL103541,2022-12-07,Skoda,Octavia,2580000.0,2200.0,Petrol,Manual,Female,Lucknow,2.0,5160000.0,2022
SAL103540,2021-06-04,Hyundai,i10,653000.0,999.0,Diesel,Automatic,Female,Jaipur,4.0,2612000.0,2021
SAL100412,2024-12-24,Kia,Seltos,2416000.0,2200.0,Petrol,Manual,Male,Ahmedabad,6.0,14496000.0,2024
SAL100652,2023-06-12,Tata,Harrier,1122000.0,999.0,Petrol,Manual,Male,Delhi,1.0,1122000.0,2023
SAL101379,2021-08-14,Maruti Suzuki,Celerio,834000.0,1998.0,Petrol,Manual,Male,Jaipur,2.0,1668000.0,2021
SAL100340,2022-09-14,Tata,Nano,988000.0,1497.0,Petrol,Automatic,Female,Chennai,5.0,4940000.0,2022
SAL102554,2020-01-11,Hyundai,Venue,487000.0,1998.0,Petrol,Automatic,Male,Delhi,3.0,1461000.0,2020
SAL102838,2023-06-25,Toyota,Innova,2831000.0,1197.0,Petrol,Manual,Male,Jaipur,2.0,5662000.0,2023
SAL102359,2024-01-04,Maruti Suzuki,Swift,428000.0,999.0,Petrol,Automatic,Female,Pune,3.0,1284000.0,2024
SAL102287,2021-09-01,Mahindra,XUV700,1296000.0,1497.0,Petrol,Manual,Male,Ahmedabad,4.0,5184000.0,2021
SAL102940,2023-05-23,Mahindra,XUV700,1178000.0,999.0,Petrol,Automatic,Female,Delhi,5.0,5890000.0,2023
SAL102370,2020-09-07,Honda,Amaze,1418000.0,1198.0,Petrol,Manual,Male,Chennai,3.0,4254000.0,2020
SAL102310,2025-07-01,Toyota,Glanza,2121000.0,999.0,Petrol,Manual,Female,Mumbai,4.0,8484000.0,2025
SAL103394,2021-11-12,Hyundai,Creta,1481000.0,1998.0,Diesel,Manual,Male,Pune,6.0,8886000.0,2021
SAL103566,2022-12-16,MG,ZS EV,2436000.0,1498.0,Petrol,Automatic,Male,Lucknow,3.0,7308000.0,2022
SAL100016,2020-11-18,Maruti Suzuki,Swift,574000.0,999.0,Diesel,Automatic,Female,Jaipur,2.0,1148000.0,2020
SAL101193,2020-02-06,Renault,Kwid,859000.0,2200.0,Petrol,Manual,Male,Jaipur,2.0,1718000.0,2020
SAL100443,2021-10-02,Toyota,Innova,1738000.0,2500.0,Petrol,Automatic,Female,Jaipur,3.0,5214000.0,2021
SAL103209,2024-05-10,Honda,City,1372000.0,1197.0,Diesel,Manual,Female,Mumbai,2.0,2744000.0,2024
SAL102374,2022-01-08,Honda,City,1440000.0,800.0,Petrol,Manual,Male,Hyderabad,4.0,5760000.0,2022
SAL100885,2020-06-05,Hyundai,Santro,614000.0,2500.0,Petrol,Manual,Male,Kolkata,6.0,3684000.0,2020
SAL102102,2023-02-22,Tata,Safari,521000.0,1998.0,Petrol,Manual,Female,Bengaluru,2.0,1042000.0,2023
SAL102790,2020-02-24,Tata,Tigor,-5000.0,999.0,Diesel,Manual,Male,Ahmedabad,3.0,-15000.0,2020
SAL101970,2023-02-16,Tata,Nexon,334000.0,2200.0,Diesel,Manual,Female,Lucknow,6.0,2004000.0,2023
SAL100270,2021-09-23,Mahindra,Thar,2157000.0,1998.0,Diesel,Manual,Female,Ahmedabad,5.0,10785000.0,2021
SAL101155,2021-03-15,Mahindra,XUV700,2055000.0,2200.0,Petrol,Manual,Male,Ahmedabad,1.0,2055000.0,2021
SAL101120,2022-12-23,Skoda,Superb,2755000.0,999.0,Hybrid,Manual,Male,Bengaluru,4.0,11020000.0,2022
SAL100362,2023-05-09,Renault,Triber,712000.0,999.0,Petrol,Automatic,Male,Lucknow,5.0,3560000.0,2023
SAL102584,2021-12-24,Renault,Duster,827000.0,999.0,Petrol,Manual,Male,Kolkata,6.0,4962000.0,2021
SAL102215,2022-10-01,MG,ZS EV,1762000.0,1198.0,Petrol,Automatic,Male,Mumbai,6.0,10572000.0,2022
SAL103977,2021-03-31,Honda,City,1305000.0,999.0,Electric,Manual,Female,Lucknow,2.0,2610000.0,2021
SAL103913,2021-08-12,Mahindra,Scorpio,2461000.0,1998.0,Petrol,Manual,Male,Ahmedabad,1.0,2461000.0,2021
SAL101233,2024-04-02,Maruti Suzuki,Celerio,328000.0,999.0,Diesel,Manual,Male,Jaipur,1.0,328000.0,2024
SAL101000,2022-12-24,Kia,EV6,1115000.0,999.0,Petrol,Manual,Female,Bengaluru,3.0,3345000.0,2022
SAL100837,2022-04-09,Toyota,Innova,1715000.0,1198.0,Diesel,Manual,Male,Jaipur,4.0,6860000.0,2022
SAL103214,2021-08-21,Honda,City,953000.0,1497.0,Diesel,Manual,Male,Delhi,4.0,3812000.0,2021
SAL102911,2022-10-18,Hyundai,Verna,402000.0,2500.0,Diesel,Manual,Female,Hyderabad,5.0,2010000.0,2022
SAL103444,2020-03-08,Toyota,Urban Cruiser,3447000.0,1998.0,Petrol,Automatic,Male,Kolkata,6.0,20682000.0,2020
SAL100212,2022-04-07,Mahindra,XUV700,1874000.0,2500.0,Petrol,Manual,Male,Delhi,5.0,9370000.0,2022
SAL103935,2025-02-12,Hyundai,Verna,1056000.0,2200.0,Diesel,Manual,Male,Mumbai,1.0,1056000.0,2025
SAL101092,2024-09-15,Hyundai,i10,1129000.0,1998.0,Hybrid,Manual,Male,Bengaluru,2.0,2258000.0,2024
SAL101156,2023-05-25,MG,ZS EV,1397000.0,800.0,Diesel,Automatic,Male,Mumbai,3.0,4191000.0,2023
SAL103345,2023-02-14,Toyota,Innova,2706000.0,2500.0,Diesel,Automatic,Female,Hyderabad,4.0,10824000.0,2023
SAL100729,2023-12-15,MG,ZS EV,1409000.0,1497.0,Petrol,Manual,Male,Pune,3.0,4227000.0,2023
SAL102741,2022-10-08,Tata,Nexon,616000.0,1498.0,Electric,Cvt,Male,Lucknow,5.0,3080000.0,2022
SAL101075,2022-02-07,Maruti Suzuki,Swift,685000.0,1998.0,Diesel,Automatic,Male,Chennai,3.0,2055000.0,2022
SAL103602,2021-09-07,Renault,Triber,467000.0,1497.0,CNG,Manual,Male,Chennai,5.0,2335000.0,2021
SAL100558,2025-06-29,Skoda,Kushaq,2461000.0,1998.0,Diesel,Manual,Male,Pune,6.0,14766000.0,2025
SAL101352,2022-04-08,Maruti Suzuki,Wagon R,695000.0,1198.0,Diesel,Manual,Female,Mumbai,3.0,2085000.0,2022
SAL102505,2020-01-25,Mahindra,Thar,897000.0,999.0,Diesel,Manual,Male,Hyderabad,4.0,3588000.0,2020
SAL103463,2022-03-21,MG,Hector,2498000.0,2200.0,Petrol,Manual,Female,Pune,6.0,14988000.0,2022
SAL101297,2023-10-04,Honda,WR-V,815000.0,2500.0,Electric,Manual,Male,Hyderabad,5.0,4075000.0,2023
SAL100181,2025-08-06,Maruti Suzuki,Celerio,402000.0,2500.0,Petrol,Manual,Male,Kolkata,6.0,2412000.0,2025
SAL100991,2025-01-11,MG,Hector,2737000.0,1197.0,Diesel,Automatic,Male,Chennai,2.0,5474000.0,2025
SAL101620,2020-09-28,Mahindra,Thar,1537000.0,1197.0,CNG,Manual,Male,Delhi,2.0,3074000.0,2020
SAL100814,2023-03-08,Tata,Nexon,1518000.0,1198.0,Petrol,Manual,Male,Bengaluru,1.0,1518000.0,2023
SAL102251,2020-12-03,MG,Gloster,3274000.0,1197.0,Electric,Automatic,Male,Mumbai,5.0,16370000.0,2020
SAL103139,2022-12-15,Mahindra,XUV700,823000.0,800.0,Hybrid,Manual,Male,Hyderabad,4.0,3292000.0,2022
SAL103708,2022-05-10,Honda,WR-V,1010000.0,2500.0,Petrol,Manual,Male,Delhi,1.0,1010000.0,2022
SAL103997,2024-11-11,Maruti Suzuki,Swift,655000.0,800.0,CNG,Manual,Female,Hyderabad,5.0,3275000.0,2024
SAL101400,2021-02-24,Hyundai,Creta,600000.0,2200.0,Petrol,Manual,Female,Jaipur,6.0,3600000.0,2021
SAL102655,2021-09-13,Mahindra,Thar,1450000.0,999.0,Petrol,Automatic,Male,Chennai,1.0,1450000.0,2021
SAL102746,2024-02-27,Honda,Amaze,1336000.0,1497.0,Petrol,Automatic,Male,Jaipur,4.0,5344000.0,2024
SAL100391,2023-08-12,Kia,Carens,1501000.0,2500.0,Petrol,Automatic,Male,Chennai,2.0,3002000.0,2023
SAL100972,2022-11-17,Kia,Sonet,2045000.0,800.0,Petrol,Manual,Male,Jaipur,2.0,4090000.0,2022
SAL100656,2021-02-13,Kia,Seltos,1282000.0,1998.0,Diesel,Manual,Male,Mumbai,1.0,1282000.0,2021
SAL100083,2021-05-24,MG,Gloster,1159000.0,2200.0,Diesel,Automatic,Female,Jaipur,5.0,5795000.0,2021
SAL101115,2020-11-15,Kia,Sonet,1786000.0,999.0,Electric,Manual,Male,Chennai,4.0,7144000.0,2020
SAL102155,2025-07-30,Kia,Carens,1208000.0,1197.0,Diesel,Manual,Female,Bengaluru,6.0,7248000.0,2025
SAL100073,2025-06-06,Tata,Tiago,1442000.0,1497.0,Diesel,Cvt,Male,Kolkata,1.0,1442000.0,2025
SAL101055,2021-09-07,Skoda,Rapid,1572000.0,800.0,Diesel,Manual,Male,Mumbai,3.0,4716000.0,2021
SAL102902,2020-04-01,Toyota,Innova,700000.0,1998.0,Diesel,Manual,Male,Ahmedabad,1.0,700000.0,2020
SAL102946,2020-08-15,Skoda,Rapid,1930000.0,1198.0,Electric,Manual,Male,Hyderabad,2.0,3860000.0,2020
SAL100082,2021-09-02,Hyundai,Creta,797000.0,1497.0,CNG,Manual,Male,Kolkata,5.0,3985000.0,2021
SAL102134,2025-08-07,Toyota,Urban Cruiser,2714000.0,1998.0,Petrol,Manual,Female,Delhi,5.0,13570000.0,2025
SAL103195,2020-12-01,Mahindra,XUV300,1610000.0,1197.0,Hybrid,Automatic,Male,Jaipur,5.0,8050000.0,2020
SAL101967,2020-05-14,Tata,Tiago,99999999.0,2200.0,Petrol,Manual,Male,Mumbai,1.0,99999999.0,2020
SAL101536,2020-04-02,Skoda,Kushaq,1199000.0,2200.0,Petrol,Automatic,Male,Hyderabad,6.0,7194000.0,2020
SAL100573,2025-08-12,Renault,Kiger,860000.0,999.0,Petrol,Manual,Female,Jaipur,2.0,1720000.0,2025
SAL100446,2022-01-23,Skoda,Octavia,2969000.0,1198.0,Diesel,Manual,Male,Lucknow,1.0,2969000.0,2022
SAL100898,2024-06-23,Renault,Kwid,312000.0,1198.0,Petrol,Automatic,Female,Ahmedabad,4.0,1248000.0,2024
SAL101423,2025-05-02,MG,Astor,1371000.0,2500.0,Petrol,Automatic,Male,Pune,6.0,8226000.0,2025
SAL101930,2022-11-07,Tata,Tigor,1112000.0,1498.0,Petrol,Manual,Female,Chennai,5.0,5560000.0,2022
SAL103441,2022-03-16,Kia,Sonet,1697000.0,999.0,Diesel,Manual,Female,Chennai,5.0,8485000.0,2022
SAL103870,2020-03-22,Kia,Sonet,1472000.0,999.0,Petrol,Manual,Female,Kolkata,6.0,8832000.0,2020
SAL101251,2025-03-10,MG,Gloster,2204000.0,1198.0,Hybrid,Automatic,Female,Bengaluru,2.0,4408000.0,2025
SAL100884,2025-08-17,Hyundai,i20,1360000.0,2500.0,Petrol,Manual,Male,Chennai,1.0,1360000.0,2025
SAL100416,2024-03-11,Mahindra,Bolero,1228000.0,999.0,Petrol,Manual,Male,Hyderabad,1.0,1228000.0,2024
SAL101511,2023-12-29,Kia,Seltos,2021000.0,2200.0,Diesel,Automatic,Female,Ahmedabad,3.0,6063000.0,2023
SAL100890,2024-09-12,Honda,Jazz,1494000.0,1998.0,Diesel,Manual,Female,Jaipur,3.0,4482000.0,2024
SAL103199,2021-07-21,Toyota,Innova,1800000.0,1197.0,Electric,Automatic,Male,Bengaluru,2.0,3600000.0,2021
SAL101547,2024-05-27,Honda,WR-V,1305000.0,1198.0,Diesel,Automatic,Male,Delhi,2.0,2610000.0,2024
SAL103498,2023-08-26,Mahindra,XUV700,1054000.0,1497.0,Petrol,Automatic,Male,Hyderabad,1.0,1054000.0,2023
SAL101710,2020-04-15,Skoda,Kushaq,1134000.0,1197.0,Electric,Manual,Male,Jaipur,6.0,6804000.0,2020
SAL100186,2020-10-29,Toyota,Urban Cruiser,2988000.0,1197.0,Electric,Manual,Male,Jaipur,3.0,8964000.0,2020
SAL103153,2025-04-01,Honda,WR-V,1170000.0,2200.0,CNG,Cvt,Male,Pune,1.0,1170000.0,2025
SAL103762,2025-04-18,Mahindra,Thar,1657000.0,1197.0,Diesel,Manual,Male,Pune,4.0,6628000.0,2025
SAL101336,2021-05-04,Tata,Tigor,579000.0,1198.0,Petrol,Manual,Female,Mumbai,6.0,3474000.0,2021
SAL103700,2022-04-14,Hyundai,Venue,1134000.0,999.0,Hybrid,Automatic,Male,Pune,2.0,2268000.0,2022
SAL103183,2024-04-29,Toyota,Glanza,1400000.0,999.0,Electric,Manual,Male,Ahmedabad,2.0,2800000.0,2024
SAL103681,2021-07-10,Maruti Suzuki,Wagon R,413000.0,2200.0,Diesel,Automatic,Male,Pune,6.0,2478000.0,2021
SAL102952,2025-02-13,Mahindra,XUV300,1986000.0,1998.0,Diesel,Automatic,Male,Kolkata,3.0,5958000.0,2025
SAL103837,2023-03-19,MG,Astor,1297000.0,999.0,Petrol,Automatic,Female,Hyderabad,4.0,5188000.0,2023
SAL100500,2025-01-04,Honda,WR-V,1468000.0,999.0,Petrol,Manual,Male,Bengaluru,2.0,2936000.0,2025
SAL103633,2021-11-22,Mahindra,Bolero,1332000.0,1497.0,Petrol,Manual,Male,Kolkata,4.0,5328000.0,2021
SAL102611,2020-05-16,Kia,Seltos,806000.0,800.0,Petrol,Manual,Female,Hyderabad,3.0,2418000.0,2020
SAL101920,2024-04-29,Kia,EV6,1983000.0,2500.0,Petrol,Manual,Female,Bengaluru,3.0,5949000.0,2024
SAL101944,2024-02-24,Toyota,Fortuner,2908000.0,1497.0,Hybrid,Automatic,Male,Ahmedabad,1.0,2908000.0,2024
ID-1931,2022-06-09,Honda,City,1318000.0,2200.0,Diesel,Manual,Male,Pune,2.0,2636000.0,2022
SAL100440,2020-10-15,Tata,Safari,419000.0,1198.0,Hybrid,Manual,Male,Hyderabad,4.0,1676000.0,2020
SAL103454,2024-06-28,Honda,Jazz,1736000.0,1198.0,Hybrid,Manual,Male,Hyderabad,2.0,3472000.0,2024
SAL103636,2024-05-10,Skoda,Superb,2826000.0,1998.0,Petrol,Cvt,Male,Delhi,6.0,16956000.0,2024
SAL103506,2024-06-22,Toyota,Fortuner,3425000.0,1998.0,Petrol,Manual,Male,Bengaluru,3.0,10275000.0,2024
SAL103450,2024-01-26,Toyota,Glanza,1973000.0,999.0,Diesel,Automatic,Male,Mumbai,4.0,7892000.0,2024
SAL103503,2020-12-16,Toyota,Urban Cruiser,784000.0,1498.0,Petrol,Manual,Female,Kolkata,4.0,3136000.0,2020
SAL100750,2022-09-08,Maruti Suzuki,Celerio,405000.0,1497.0,Diesel,Manual,Female,Pune,6.0,2430000.0,2022
SAL103172,2020-09-24,Renault,Duster,444000.0,2500.0,Petrol,Manual,Female,Chennai,1.0,444000.0,2020
SAL100743,2020-05-31,Renault,Kiger,752000.0,1198.0,Petrol,Manual,Male,Kolkata,6.0,4512000.0,2020
SAL101327,2021-05-23,Toyota,Urban Cruiser,2911000.0,999.0,Petrol,Manual,Female,Delhi,-1.0,-2911000.0,2021
SAL100763,2021-08-20,Tata,Altroz,1342000.0,800.0,Petrol,Manual,Male,Chennai,3.0,4026000.0,2021
SAL100335,2024-10-13,Maruti Suzuki,Dzire,337000.0,1197.0,Petrol,Automatic,Male,Ahmedabad,2.0,674000.0,2024
SAL101453,2025-08-01,Hyundai,Creta,1085000.0,1198.0,Petrol,Cvt,Male,Delhi,1.0,1085000.0,2025
SAL103704,2020-03-08,Skoda,Kushaq,2884000.0,1998.0,Diesel,Manual,Female,Lucknow,6.0,17304000.0,2020
SAL102181,2024-06-03,Maruti Suzuki,Celerio,491000.0,1197.0,Diesel,Automatic,Female,Delhi,6.0,2946000.0,2024
SAL101752,2024-02-08,Skoda,Kushaq,827000.0,1998.0,Diesel,Manual,Male,Lucknow,1.0,827000.0,2024
SAL100592,2023-05-11,Toyota,innova,1209000.0,1498.0,Diesel,Manual,Male,Pune,3.0,3627000.0,2023
SAL101637,2021-09-03,Hyundai,Venue,583000.0,999.0,Petrol,Manual,Male,Chennai,6.0,3498000.0,2021
SAL101934,2025-01-14,Hyundai,i20,1212000.0,1197.0,Petrol,Manual,Female,Lucknow,5.0,6060000.0,2025
SAL101301,2023-08-22,Toyota,Innova,3321000.0,1497.0,Diesel,Manual,Male,Mumbai,5.0,16605000.0,2023
SAL103656,2021-06-01,Mahindra,Thar,1313000.0,2200.0,Petrol,Automatic,Male,Hyderabad,4.0,5252000.0,2021
SAL101721,2020-09-25,Kia,Sonet,1006000.0,1197.0,Diesel,Manual,Male,Bengaluru,5.0,5030000.0,2020
SAL101369,2021-07-16,Kia,Carens,1204000.0,2200.0,Petrol,Automatic,Male,Chennai,4.0,4816000.0,2021
SAL103375,2022-10-16,Kia,Sonet,2123000.0,1497.0,Electric,Manual,Male,Mumbai,4.0,8492000.0,2022
SAL100730,2023-10-29,MG,Hector,1411000.0,1998.0,Petrol,Manual,Male,Pune,1.0,1411000.0,2023
SAL102814,2020-05-08,Kia,EV6,1761000.0,1998.0,Petrol,Manual,Female,Hyderabad,4.0,7044000.0,2020
SAL101623,2022-10-01,Mahindra,Bolero,2424000.0,1198.0,CNG,Manual,Male,Jaipur,3.0,7272000.0,2022
SAL102121,2024-04-15,Mahindra,Bolero,1609000.0,1198.0,Hybrid,Automatic,Male,Jaipur,2.0,3218000.0,2024
SAL102535,2021-12-06,Renault,Duster,1051000.0,1497.0,Petrol,Manual,Male,Hyderabad,5.0,5255000.0,2021
SAL102847,2025-08-14,Renault,Kwid,526000.0,2500.0,Petrol,Manual,Male,Lucknow,3.0,1578000.0,2025
SAL101723,2021-03-02,Skoda,Superb,1022000.0,1497.0,Electric,Manual,Male,Mumbai,4.0,4088000.0,2021
SAL103269,2023-10-25,Honda,Jazz,1457000.0,1498.0,Petrol,Automatic,Male,Pune,4.0,5828000.0,2023
SAL101634,2023-03-08,Renault,Triber,1134000.0,800.0,Petrol,Manual,Male,Ahmedabad,4.0,4536000.0,2023
SAL101072,2023-12-23,Tata,Harrier,359000.0,1998.0,CNG,Manual,Female,Chennai,999.0,358641000.0,2023
SAL100706,2025-06-09,Mahindra,XUV300,1280000.0,1998.0,Petrol,Automatic,Male,Bengaluru,5.0,6400000.0,2025
SAL103391,2023-05-21,Hyundai,i20,1478000.0,800.0,Petrol,Manual,Female,Kolkata,1.0,1478000.0,2023
SAL101358,2020-03-30,Skoda,Kushaq,1409000.0,1197.0,Diesel,Manual,Female,Pune,3.0,4227000.0,2020
SAL102455,2024-06-29,Hyundai,Creta,567000.0,1197.0,Hybrid,Manual,Female,Jaipur,1.0,567000.0,2024
SAL103440,2022-04-30,Skoda,Kushaq,1552000.0,1497.0,Hybrid,Manual,Female,Mumbai,3.0,4656000.0,2022
SAL102365,2024-03-02,Renault,Kiger,339000.0,1497.0,Petrol,Automatic,Male,Lucknow,3.0,1017000.0,2024
SAL101492,2020-11-06,Kia,Seltos,1186000.0,1198.0,Petrol,Manual,Female,Bengaluru,4.0,4744000.0,2020
SAL101404,2023-09-08,Mahindra,XUV300,1895000.0,1998.0,Diesel,Manual,Male,Mumbai,1.0,1895000.0,2023
SAL102930,2025-01-08,Honda,Amaze,1350000.0,1497.0,Petrol,Manual,Female,Ahmedabad,4.0,5400000.0,2025
